,kaggle_id,title,keywords
4870,120,The Lord of the Rings: The Fellowship of the Ring,"elves, dwarves, orcs, middle-earth (tolkien), hobbit, based on novel, mountain, fireworks, castle, volcano, password, death of a friend, uncle, mirror, wizard, sword and sorcery"
4871,11086,The Majestic,"california, falsely accused, prosecution, anti-communism, hollywood, writer"
4872,453,A Beautiful Mind,"individual, schizophrenia, massachusetts, love of one's life, intelligence, mathematician, market economy, economic theory, princeton university, nobel prize, mathematical theorem, m.i.t., mathematics, delusion"
4873,18939,Little Otik,"baby, childless couple"
4874,12724,The Convent,"nun, satanism, legend, young people, possession, murder, demon, monastery, school life"
4875,11414,The Defiant Ones,"mississippi, swamp, hostility, freedom, bias, racist, escape, chain gang, man hunt, escaped convict, racism, train, convict, spit in the face, south"
4876,31507,Dodsworth,"europe, retirement, tycoon"
4877,42612,Medium Cool,"violence, tv news"
4878,18783,Sahara,"tank, sergeant, desert, desert warfare"
4879,12593,Fritz the Cat,"new york, sex, cat, underground, orgy, students' movement, sexual revolution, violence against women, addiction, race riot, talking animal, midnight movie, anthropomorphism, hallucinogenic drug, sexual freedom, grindhouse, sexual violence, drug, adult animation"
4880,14683,The Nine Lives of Fritz the Cat,"sex, cat, 1970s, cheating, lust and impulsiveness, joint, sexual revolution, hell, sequel, cult comedy, surrealism, politically incorrect, talking animal, anthropomorphism, racism, violence, adult animation"
4881,10794,The Party,"film producer, party"
4882,43136,Separate Tables,"hotel, writer, seaside, leitmotif"
4883,45491,Sex and Zen,
4884,5052,Topkapi,"museum, smuggling, caper, suspense, theft, dagger"
4885,37257,Witness for the Prosecution,"nurse, alibi, german, letter, widow, murder, lawyer, trial, cigarette smoking, courtroom, murder mystery, tiki culture"
4886,8489,Ali,"usa, transporter, boxer, biography, muhammad"
4887,855,Black Hawk Down,"prisoners of war, wound, somalia, warlord, famine, delta force, rescue operation"
4888,12660,Charlotte Gray,"france, resistance, loss of lover, world war ii, nazis, escape, woman director"
4889,10269,Yentl,"studies, music, disguise, unhappiness, boys' school, woman director"
4890,5279,Gosford Park,"servant, money, shooting party"
4891,10950,I Am Sam,"foster parents, pro bono, new baby, social services, learning, coffee shop manager, pizza hut, children's book, locked door, mentally handicapped man, child custody, woman director"
4892,1365,Monster's Ball,"southern usa, waitress, parent child relationship, overweight child, loss of child, new love, unsociability, ethnic stereotype, independent film, electric chair, xenophobia"
4893,6440,The Shipping News,"sex, adultery, based on novel, fishing, isolation, kidnapping, newfoundland, survival, reporter, drunk"
4894,14580,The Big Heat,"suicide, homicide, police, cop, revenge, gangster, death, wrecking yard, patrol car, crime syndicate, film noir"
4895,49410,Motorama,"squirrel, gas station, time warp, american dream, company, surrealism, mysterious truck, contest, gasoline, juvenile delinquent, cult film, child as an adult, road movie, child driving car"
4896,28296,Queen Bee,southern baptist
4897,24206,Silent Trigger,
4898,6037,Murder by Death,"detective, butler, deaf-mute, guest, murder, spoof, sam spade, cadaver, charlie chan, sidekick"
4899,42987,The Servant,"london england, bachelor, lover, alcoholism, manservant"
4900,61418,The Waterdance,
4901,27099,Come Undone,"gay, depression, beach, relationship problems, gay relationship, man man relationship, summer vacation, summer romance"
4902,11857,Orange County,"surfer, province, death of a friend, idol, change, author"
4903,6312,Brotherhood of the Wolf,"female nudity, rape, nudity, murder, conspiracy, creature, throat slitting, violence, beast"
4904,11595,Another 48 Hrs.,"prison, gas station, drug dealer, investigation, weapon, shootout, motorcycle, convict, tough cop, blast"
4905,24166,What Time Is It There?,
4906,26337,China Moon,neo-noir
4907,59066,The Umbrella Woman,
4908,77985,Maria's Lovers,
4909,77074,Romantic Comedy,"writer, new york city"
4910,10170,The Russia House,"cia, secret, soviet union, ex-lover, secret mission, nuclear scientist"
4911,18317,Truly Madly Deeply,"river thames, cello, love, death, ghost, rat"
4912,98491,Wuthering Heights,yorkshire
4913,26686,California Suite,hotel
4914,61934,The Long Gray Line,"cadet, immigrant, irish, west point, military academy"
4915,27273,The Flight of Dragons,dragon
4916,848,Dragonslayer,"secret identity, self sacrifice, magic, virgin, solar eclipse, sacrifice, sorcerer's apprentice, amulet, lottery, brood, egg, princess, sorcerer, human sacrifice, dragon, hidden identity, crossdressing, landslide, sword and sorcery"
4917,9610,Conan the Destroyer,"swordplay, sword, magic, warrior woman, lone wolf, wizardry, royalty, barbarian, sword and sorcery"
4918,15035,Fire and Ice,"ice, adult animation"
4919,16127,Forbidden Zone,musical
4920,31603,The Formula,big oil
4921,32020,Foxes,"alcohol, sex, hollywood, prostitution, teenager, drug"
4922,33155,Galaxina,"android, harley davidson, laser, cryogenics, space travel, love, parody, spaceship, space, alien, motorcycle, exercise, force field, meta film, forcefield, cryonics"
4923,4965,Impostor,"android, alien"
4924,11891,Kung Pow: Enter the Fist,"loss of family, loss of parents, supernatural powers, invulnerability, spoof, evil, murder hunt"
4925,11888,Snow Dogs,"adoption, log cabin, alaska, sled dogs"
4926,150,48 Hrs.,"prison, convict, tough cop, fake fight, bowie knife"
4927,35263,The Farewell,
4928,112,Italian for Beginners,"venice, hotel, copenhagen, waitress, depression, italian, hairdresser, daughter, friendship, language course, adult education center, priest, mother daughter relationship, dogme 95, church, woman director"
4929,125717,Time of Favor,
4930,20678,Blankman,"slapstick, superhero"
4931,15050,Brainstorm,"virtual reality, memory"
4932,10423,Dragon: The Bruce Lee Story,"life and death, martial arts, training, biography, bruce lee"
4933,11710,The Enigma of Kaspar Hauser,"liberation, nuremberg, curious"
4934,17691,4 for Texas,"casino, riverboat"
4935,27378,Heart of Glass,"allegory, dream, hypnosis"
4936,57976,Little Dieter Needs to Fly,"prisoners of war, vietnam, vietnam war, vietcong"
4937,651,M*A*S*H,"daily life, american  way of life, military spoof, doctor, korean war"
4938,31955,Mrs. Soffel,"prison, prison warden, escape, woman director"
4939,20620,Seconds,"plastic surgery, suspense"
4940,18647,One-Eyed Jacks,"ambush, gold, stolen gold"
4941,11362,The Count of Monte Cristo,"loss of lover, lover (female), ex-lover, torture, napoleon bonaparte"
4942,2637,The Mothman Prophecies,"based on novel, small town, dream, motel, hallucination, bridge, alien life-form, warning, tumor, west virginia, urban legend, premonition, telephone call, hospital, reporter, psychic, car wreck, death of wife, mothman, mysterious events, chemical plant"
4943,10229,A Walk to Remember,"based on novel, theatre group, north carolina, theatre milieu, high school, cancer, coming of age, tragic love, teenager, star crossed lovers"
4944,50819,American Adobo,"independent film, woman director"
4945,12659,Beijing Bicycle,"robbery, daily life, bicycle, job, city"
4946,41870,Hey Happy,independent film
4947,35650,Maelström,independent film
4948,9606,Metropolis,"jealousy, metropolis, future, son, control, based on comic, robot, synthetic human"
4949,11447,The Son's Room,"profession, sadness, therapist, family's daily life, psychoanalysis, stroke of fate, harmony, marriage crisis, calamity, jogging, tauchen"
4950,16550,Storytelling,"sex, exploitation, high school, celebrity, independent film"
4951,13915,Waydowntown,independent film
4952,34723,The Adventures of Huck Finn,"southern accent, wanted man, lynch mob, reflection in water, lesson, nosebleed, bloodhound, fake accent, grave digging"
4953,31674,Cousins,"remake, revenge, wedding, affair"
4954,52744,Falling in Love,
4955,43340,Young at Heart,"musical, song, love, remake, sibling rivalry"
4956,20009,Slackers,"male nudity, drug abuse, job interview, eavesdropping, fall, comedy, troll, cheating wife, backpack, sponge bath, repairman"
4957,2084,Birthday Girl,"female nudity, robbery, mail order bride, bank clerk"
4958,50225,A Rumor of Angels,independent film
4959,74692,Rare Birds,
4960,39775,Caged Heat,"rape, gas station, dream, nudity, women's prison, independent film, w.i.p"
4961,51044,Carmen Jones,"opera, love, desire"
4962,29475,The Five Heartbeats,
4963,4267,Get Out Your Handkerchiefs,"wife husband relationship, 1970s, bisexuality, classical music, stricken"
4964,4031,Going Places,"suicide, male nudity, female nudity, bisexuality, menage a trois, release from prison, hoodlum, anarchic comedy"
4965,47871,Honky Tonk Freeway,
4966,11594,The Hunchback of Notre Dame,"paris, gypsy, obsession, cathedral, officer, false accusations, hunchback"
4967,19562,The Magnificent One,
4968,11870,Big Fat Liar,"screenplay, film producer, auto, right and justice, liar, essay, intellectual property"
4969,9884,Collateral Damage,"terrorist, fbi, colombia, firemen, revenge, explosion, car explosion, bomb attack"
4970,11535,Rollerball,"manager, arena, dystopia, wrestling, sport, roller-skating, motor sport, rollerskating, future sport"
4971,27593,"Scotland, Pa.","shakespeare, independent film"
4972,11212,Baby's Day Out,"baby, hoodlum, lost child"
4973,29887,Bright Eyes,"uncle, maid, godfather, aviator"
4974,32484,Dimples,
4975,28345,Heidi,"gypsy, butler, grandfather, love, mansion, police arrest, governess, companion, goats, christmas, snow globe, frankfurt, crippled child, kidnapped, orphan girl, wicked woman, caroling, german alps, sleigh ride, organ grinder's monkey, alpine cabin"
4976,69928,The Man Who Loved Women,womanizer
4977,21921,Richard Pryor: Here and Now,stand-up comedy
4978,21845,Rookie of the Year,"baseball, sport"
4979,11528,The Sandlot,"sport, fence, baseball glove, lip flubby, steak on black eye, chased by a dog, steak, story telling"
4980,2441,Cows,"civil war, cow, basque country "
4981,931,Don't Look Now,"venice, italy, female nudity, sister sister relationship, gondola, hallucination, supernatural, ladder, premonition, rural setting, public sex, hospital, architecture, psychic, mental illness, reading, brushing teeth, grieving, church restoration"
4982,17130,Crossroads,"dancing, women, sex, karaoke, dream, pop singer, virgin, motel, graduation, kiss, friendship, high school, road trip, unfaithful boyfriend, hospital, singing, teenager, girl, rebellious daughter, on the road, father daughter relationship, chick flick, pop music, audition, teenage pregnancy, mother daughter estrangement, implied rape, woman director, journey, song writing"
4983,10592,Hart's War,"black people, world war ii, prisoners of war, u.s. army, war, escape, tribunal, trial, soldier, military tribunal, xenophobia"
4984,8470,John Q,"father son relationship, chicago, heart attack, kidnapping, heart disease, hostage-taking, hospital"
4985,16690,Return to Never Land,animation
4986,39939,Super Troopers,"alcohol, radio, police chief, highway, cops, broken lizard, marijuana, drug humor, police corruption, aftercreditsstinger, duringcreditsstinger, shenanigans"
4987,9272,The Good Son,"suspense, business trip, child psychiatrist, fratricide, opening in the ice, disbelieving adult, mother kills own child, scuffle"
4988,14778,Last Orders,"based on novel, war veteran, male friendship, death of a friend, friendship, friends, grief, independent film, last will and testament, memory, death, mother son relationship, ashes, flashback, life, missed opportunity"
4989,19137,After the Fox,"escapee convict, gold bar, film crew"
4990,32499,The Bad and the Beautiful,"film producer, rise and fall, flashback sequence, melodrama, punched in the face, hollywood, driving in the rain, motion picture studio"
4991,8737,Cast a Giant Shadow,"israel, middle east conflict"
4992,33668,Designing Woman,"fashion designer, sportswriter"
4993,39282,Funny Lady,"singer, female protagonist, new york city"
4994,40687,The Heartbreak Kid,"miami, honeymoon, marriage, woman director"
4995,37230,Saturday Night and Sunday Morning,"independent film, kitchen sink realism"
4996,993,Sleuth,"upper class, robbery, infidelity, romantic rivalry, author, extramarital affair"
4997,11698,Stroszek,"usa, wisconsin, unexpected happiness, american dream, van, break-up, emigrant"
4998,41357,Summer of '42,"sex, age difference, beach, obsession, world war ii, sexual frustration, island, sand, coming of age, teenager, summer vacation, beach house, first love, older woman younger man relationship, sexual awakening, 1940s, summer cottage, soldier's wife"
4999,42458,A Touch of Class,"resort, affair"
5000,93427,Town Without Pity,"rape, village, u.s. soldier"
5001,14475,Used Cars,"senate, fight, salesman, theft, car, interstate"
5002,43715,The Deadly Mantis,"monster, paleontology, paleontologist, arctic, giant monster, new york city, giant insect, man eating monster, prehistoric creature, mantis, praying mantis, insect"
5003,10052,Dragonfly,"pregnancy and birth, voice, dragonfly, car crash, jungle, hospital, doctor, humanitarian, spiritism"
5004,11979,Queen of the Damned,"queen, rock star, secret society, vampire, light, bite, music, spontaneous combustion, fatal attraction, fang vamp"
5005,75151,Big Bad Love,
5006,35868,Green Dragon,independent film
5007,13791,How to Kill Your Neighbor's Dog,"screenplay, rage and hate, alzheimer, stalker, independent film, neighbor, dog, doppelganger"
5008,27824,The Last Man,end of the world
5009,270306,Maryam,
5010,9991,Mean Machine,"prison, sport, amateur soccer, soccer coach"
5011,480,Monsoon Wedding,"child abuse, adultery, arranged marriage, bollywood, wedding, woman director, wedding arranger, class system"
5012,44340,Wendigo,
5013,18984,Scratch,
5014,25006,State Property,
5015,23479,The Bad News Bears,"baseball, sport, little league"
5016,66946,The Bad News Bears Go to Japan,"baseball, sport, little league"
5017,19050,The Bad News Bears in Breaking Training,"baseball, sport, little league"
5018,38442,The Firemen's Ball,
5019,108266,The Lone Ranger,"marshal, dynamite, murder, native american reservation, abilene kansas"
5020,108267,The Lone Ranger and the Lost City of Gold,lone ranger
5021,39387,Loves of a Blonde,
5022,15999,Vampire Hunter D: Bloodlust,"bounty hunter, katana, future, vampire, half vampire, adult animation"
5023,614,Wild Strawberries,"adultery, identity, dream, journey in the past, professor, self-awareness, reality, nightmare, aging, faith, child, acceptance"
5024,56133,Black Like Me,
5025,121703,Cattle Queen of Montana,"montana, native american, cattle ranch, land grab"
5026,77955,Under the Skin,woman director
5027,2752,40 Days and 40 Nights,"sex addiction, laundromat"
5028,10590,We Were Soldiers,"vietnam veteran, missile, vietnam war, army, major, based on true story, steel helmet, soldier, explosion, battle, bayonet, death, vietnamese"
5029,40723,Trouble Every Day,"eroticism, vampire, suspense, vampirism, woman director, new french extremism"
5030,29039,The Arena,"female nudity, gladiator, gladiator fight, nudity, sword fight, arrow"
5031,22910,The Big Bird Cage,"prison, sex, exploitation, mercenary, escape, chains"
5032,42517,The Big Doll House,"exploitation, women's prison, independent film"
5033,40364,The Church,"secret, massacre, church, demon"
5034,115332,Cross Creek,
5035,13225,FernGully: The Last Rainforest,
5036,21380,Hell of the Living Dead,"nuclear power plant, zombie, video nasty, chemical disaster"
5037,46717,Intersection,"female nudity, infidelity, remake, road accident, car accident, heavy rain"
5038,63510,"Jo Jo Dancer, Your Life Is Calling",
5039,20465,StageFright: Aquarius,"panic, psychopath, murder, slasher, play, vomiting"
5040,35614,A Troll in Central Park,"cave, queen, troll"
5041,7219,Zombie Flesh Eaters,"female nudity, nudity, gore, severed head, zombie, violence, tropical island, bitten in the neck, throat ripping, video nasty"
5042,35810,The Amazing Quest of Ernest Bliss,
5043,18649,My Favorite Brunette,"amateur detective, spoof"
5044,18646,Royal Wedding,"dance performance, royal wedding"
5045,17058,Scarlet Street,"painter, roommate, pimp, death sentence, femme fatale, murder, electric chair, scam, new york city, classic noir, newspaper headline"
5046,13950,All About the Benjamins,"record store, sexuality, autograph, underwear, painting, safe, sexual attraction, motorcycle, juvenile delinquent, stoner, music store, hand on crotch, premarital sex, raised middle finger, employer employee relationship, cupcake, twenty something, money bag, sidewalk, storem"
5047,2135,The Time Machine,"future, time machine"
5048,15186,Full Frontal,independent film
5049,43997,Divorcing Jack,
5050,31651,The Field,independent film
5051,47869,Hidden Agenda,"cover-up, torture, terrorism, parade, political, irish rebellion"
5052,965,The Magnificent Ambersons,"jealousy, small town, marriage proposal, love of one's life, only child, marriage crisis"
5053,33135,Fun,"murder, violence, rage, lost"
5054,10889,Gloria,"neighbor, mobster, gangster, new york city"
5055,16149,The Great Rock 'n' Roll Swindle,"musical, punk"
5056,54287,Hangar 18,"biography, ufo, alien, independent film, decapitation, space shuttle"
5057,25628,Hawk the Slayer,
5058,65262,He Knows You're Alone,"bride, stalker, serial killer"
5059,10935,Heaven's Gate,"montana, showdown, brothel, marshal, dance, immigrant, studies, idealist"
5060,44004,Hero at Large,"crime fighter, superhero"
5061,22288,Honeysuckle Rose,"texas, on the road"
5062,32030,Hopscotch,"germany, usa, england, spy, cia, austria, fbi, book, kgb, adventure, retirement, comedy"
5063,119617,How to Beat the High Co$t of Living,"money, mall, high cost of living"
5064,29343,Humanoids from the Deep,"female nudity, rape, boat, mass murder, mutation, exploitation, carnival, fisherman, pollution, water monster, ventriloquist, cult favorite, woman director, blast"
5065,39503,Inside Moves,"san francisco, based on novel, waitress, bar, suicide attempt, wheelchair, bartender, basketball, independent film, hospital, attempted suicide, disabled, handicap"
5066,7988,The Island,"sea, pirate"
5067,15310,The Jazz Singer,"tradition, star, jewish"
5068,17909,Who's Singin' Over There?,"gypsy, bus, world war ii, belgrad"
5069,22130,Zombie Lake,"male nudity, female nudity, lake, german, nudity, nazis, revenge, gore, zombie, soldier, violence, living dead"
5070,26843,Lion of the Desert,"italy, middle east, resistance, world war ii, libya, benito mussolini, based on true story, guerrilla warfare"
5071,27458,Little Darlings,"virgin, summer camp"
5072,14807,The Long Good Friday,"thriller, bombing"
5073,14729,The Long Riders,"brother brother relationship, jesse james, cole younger"
5074,46973,The Man Who Saw Tomorrow,"seer, psychic"
5075,8690,Eaten Alive!,"female nudity, independent film, gore, jungle, grindhouse, mass suicide, torture, cannibal, cult film, sect, cannibalism, new guinea, sadistic horror"
5076,39543,Mon Oncle d'Amérique,"psychology, punishment, reward"
5077,39578,The Monster Club,"based on novel, monster, vampire, stripper, anthology, independent film, ghost"
5078,3418,Death Watch,"scotland, dying and death, dystopia, media, reporter, euthanasia"
5079,30924,Motel Hell,"gore, slasher, b horror, sunshine coast"
5080,14929,Mother's Day,"rape, revenge, murder, independent film"
5081,75552,The Mountain Men,"frontier, native american, frontier justice, 19th century, mountain man"
5082,18910,The Ninth Configuration,"post traumatic stress  disorder, based on novel, vietnam war, castle, insane asylum, army, supernatural, suspense, dark comedy, religion, astronaut, cult film, crucifix, psychosis, combat fatigue, absurdism"
5083,24919,Burial Ground,"upper class, party, crypt, zombie"
5084,26200,The Nude Bomb,"spy, based on tv series"
5085,24825,The Octagon,ninja
5086,38147,"Oh, God! Book II","god, divorced parents"
5087,24032,"Oh, God!",god
5088,26179,Oh Heavenly Dog,"afterlife, murder, talking dog, dog, private detective"
5089,4499,"Pepi, Luci, Bom","rape, madrid, drug, police officer"
5090,11333,Super Fuzz,"billard, hero, lorry, police, rot"
5091,425,Ice Age,"human evolution, parent child relationship, squirrel, ice, loss of child, mammoth, sloth, dying and death, stone age, prehistoric, saber-toothed tiger, cavemen, prehistoric creature, prehistoric adventure, prehistoric times, prehistoric man"
5092,1576,Resident Evil,"undercover, mutant, dystopia, conspiracy, zombie, based on video game"
5093,5851,Showtime,"police operation, police everyday life, fugitive"
5094,25014,Harrison's Flowers,"war crimes, war, balkan war, genocide, missing person"
5095,15647,Kissing Jessica Stein,"jew, based on play or musical, independent film, gay relationship, lesbian, bisexual, bisexual woman"
5096,25110,Pauline & Paulette,
5097,38880,Promises,"muslim, israeli, palestinian, jerusalem, peace, children, jewish, israeli palestinian conflict, arab, hebrew, woman director, everyday life"
5098,1391,Y Tu Mamá También,"mexico, sex, beach, group sex, male friendship, road trip, coming of age, teenager, lgbt, new mexican cinema"
5099,18172,All the Right Moves,"sex, american football, classroom, saxophone, nudity, cheerleader, disappointment, college, ambition, affection, friendship, sport, high school, marching band, coach, locker room, pool hall, teenager, undressing, drinking, steel worker, pep rally, athletic scholarship, teenage pregnancy, typing class"
5100,24248,Barabbas,"crucifixion, biography, epic, sword and sandal, barabbas"
5101,14605,The Ghost Breakers,haunted castle
5102,19797,I Think I Do,"gay interest, wedding"
5103,17804,The Paleface,"dentist, calamity jane"
5104,31805,Road to Morocco,"morocco, castaway, road movie"
5105,13861,Road to Singapore,"singapore, road movie"
5106,29021,Road to Utopia,"map, ship, musical, alaska, vaudeville"
5107,31812,Road to Zanzibar,"road movie, zanzibar"
5108,13006,Split Second,"flooding, futuristic, police detective"
5109,28213,A Tale of Springtime,
5110,10627,Taps,"gun, cadet, military academy, hostile takeover, teenager fighting adult, die hard scenario, last stand, military school, older man younger man relationship, military funeral"
5111,42750,Return of the Secaucus Seven,"protest, gathering, remembrance"
5112,27930,Rude Boy,"punk rock, music band"
5113,259557,Running Scared,"spy, florida, cold war, swamp, independent film, escape, boat chase, u.s. military, manhunt"
5114,28124,Seems Like Old Times,"california, bank robber, fugitive, dog, screwball comedy"
5115,41034,Serial,unfaithfulness
5116,11563,The Young Master,"kung fu, police, fighter"
5117,15119,Shogun Assassin,"revenge, ninja, female ninja, shogun"
5118,55792,Simon,"television, brainwashing, scientist, evolution, psychosis"
5119,12705,Smokey and the Bandit II,"elephant, prosecution, transportation, girlfriend, truck, road movie, duringcreditsstinger"
5120,11006,Smokey and the Bandit,"sheriff, bride, smuggling, road movie"
5121,15120,Smokey and the Bandit Part 3,
5122,40072,Spetters,"sport, unsimulated sex"
5123,21629,Stir Crazy,"escape from prison, mistaken identity, fish out of water, wrongful imprisonment"
5124,16026,Sällskapsresan - eller finns det svenskt kaffe på grisfesten?,"fear of flying, tourist, barbecue, travel, summer vacation, mass tourism, charter, gran canaria, kanarieöarna"
5125,2371,Teheran '43,"paris, london england, new york, assassination, time frame, teheran, winston churchill, joseph stalin, franklin delano roosevelt, nazi germany, agent, moscow, denunciation"
5126,73134,Tender Cousins,"hotel, flower, cousin, french, romance, teenager, foreign"
5127,36586,Blade II,"katana, mutation, vampire, silver, superhero, tragic villain, broken neck, lasersight, violence, exploding body, blade, subjective camera, torso cut in half, reaper, broken wrist, razor blade, shot through a door, sword duel, burnt face"
5128,6020,Sorority Boys,"sorority, cross dressing, university, t shirt, sorority girl, drag, yearbook, roofie, sorority house"
5129,39541,Stolen Summer,
5130,125764,In The Winter Dark,
5131,18292,George Washington,independent film
5132,29394,Homicidal,"california, pharmacist, wheelchair, flower shop, police, murder, mute, killer, transgender, proto-slasher"
5133,112942,Life Is to Whistle,
5134,90974,The Light at the Edge of the World,"rape, island, lighthouse, lighthouse keeper   , gore, pirate, torture"
5135,29402,Mr. Sardonicus,"grave, baron"
5136,29396,Strait-Jacket,"asylum, ax, mother daughter relationship, axe murder, proto-slasher"
5137,15028,Clockstoppers,"time, airplane, youth, wristwatch"
5138,15028,Clockstoppers,"time, airplane, youth, wristwatch"
5139,9275,Death to Smoochy,"corruption, moderator, tv show, success, irish mob, duringcreditsstinger"
5140,4547,Panic Room,"burglar, bunker, housebreaking, safe, money"
5141,14635,The Rookie,"father son relationship, baseball, sports team, sport, life's dream, growing up"
5142,29135,No Such Thing,
5143,1791,The Piano Teacher,"mother, sex, based on novel, nudity, fantasy, fetish, masochism, power, victim, music, concert, love, controversial, teacher, student, pianist, attraction, desire, submissive, voyeur, domineering"
5144,184835,Teddy Bears' Picnic,
5145,41756,30 YEARS TO LIFE,woman director
5146,35651,Time Out,"fraud, swindler"
5147,62956,Very Annie Mary,woman director
5148,116904,Bar Girls,
5149,22784,Boxcar Bertha,"depression, labor organizer"
5150,40814,Crimes of Passion,"prostitute, sex, detective, double life, role playing, preacher"
5151,53426,The Evil That Men Do,"male nudity, female nudity, martial arts, bounty hunter, based on novel, vigilante, murder, independent film, serial killer, lesbian, torture, sadist, gangster, revolver"
5152,24585,Fraternity Vacation,"brotherhood, vacation, palm springs"
5153,17990,Impromptu,
5154,129542,Salmonberries,
5155,5678,The Wrong Guys,male friendship
5156,11560,High Crimes,"based on novel, witness, village, court, love, murder, lawyer, defense, trial, justice, husband, u.s. marine, arrested, classified"
5157,11452,National Lampoon’s Van Wilder,"male nudity, female nudity, sex, college, locker room, doggystyle, flirting, exposé, pug, bon bon, fraternity pledge, greek letter, laxative"
5158,18435,Crush,independent film
5159,35944,Lucky Break,
5160,64310,Les Destinées sentimentales,
5161,25501,"After Dark, My Sweet","boxer, suspense"
5162,26851,The Atomic Cafe,"atomic bomb, propaganda"
5163,17487,Body and Soul,"transporter, boxing match, sport, classic noir, over-the-hill fighter, over the hill"
5164,34276,First Men in the Moon,"moon, based on novel, space travel, moon landing, alien, giant insect, flashback"
5165,548,Rashomon,"japan, rape, samurai, rain, woodcutter, medium, sunlight, court case, dying and death, court, truth, criminal, multiple perspectives"
5166,11590,Slap Shot,"small town, sport, ice hockey, violence, team owner"
5167,1537,Changing Lanes,"new york, custody battle, suspense, lawyer"
5168,12149,Frailty,"angel, sheriff, loss of mother, 1970s, texas, dream, rose garden, grave, ax, insanity, murder, mechanic, vision, serial killer, punishment, demon, fbi agent, gloves, religious fanatic, remorse, flashback, forced to kill"
5169,44373,New Best Friend,"sex, sexuality, sheriff, fight, nudity, college, investigation, police, party, murder, betrayal, wealth, money, student, university, drug, drunk, candlelight vigil, flashback"
5170,11812,The Sweetest Thing,"roommate, marriage, aftercreditsstinger, duringcreditsstinger"
5171,35080,The Cat's Meow,"sex, blackmail, yacht, kiss, party, love, murder, mistress, hollywood, gossip"
5172,441,Human Nature,"individual, human evolution, philosophy, sexuality, mentally disabled, experiment, professor, mouse, civilization, sapient, ethologist, drive, kaspar-hauser-syndrom, zoo, arts and culture, french, small person, forest, independent film, author, hair, disabled"
5173,8346,My Big Fat Greek Wedding,"usa, parent child relationship, greece, culture clash, midlife crisis, restaurant, bad mother-in-law, mother-in-law, parents-in-law, son-in-law, father-in-law, patriarch, bad father-in-law, greek, wedding, family, xenophobia"
5174,14168,3:10 to Yuma,"hotel, small town, hunger, outlaw, train, rancher, bandit, stagecoach, drought, street shootout, shootout at a train station"
5175,32617,Bite the Bullet,"horse race, horse, endurance, ex prostitute, mexican"
5176,31671,Breakout,"prison, mexico, pilot, escape, trying to escape, rescue operation"
5177,2565,Joe Versus the Volcano,"escape, orange soda, luggage, dying man's last fling, ukulele, terminal illnessdying man"
5178,307,"Rome, Open City","suicide, rome, resistance, loss of lover, fascism, drug addiction, curfew, deserter, lover (female), nazis"
5179,15482,Return of the Killer Tomatoes!,"tomato, sequel, mad scientist, independent film, spoof, self-referential, world domination"
5180,45878,Return to Horror High,"screenwriter, high school, gore, serial killer, slasher, nonlinear timeline, film crew, police investigation, horror filmmaking"
5181,6393,Taking Care of Business,career
5182,12154,Three Men and a Baby,"baby, roommate, bachelor, party, windeln, solteros"
5183,11630,Three Men and a Little Lady,"london england, marriage proposal, daughter"
5184,25133,Transylvania 6-5000,"transylvania, frankenstein, female vampire"
5185,21970,The Watcher in the Woods,"country house, solar eclipse, haunted house, past"
5186,11892,Murder by Numbers,"detective, secret, fbi, homicide, evidence, nerd, vice, intellectual, high school, partner, murder, rich, forensic"
5187,9334,The Scorpion King,"egypt, temple"
5188,36093,Behind the Sun,"brazilian, drama"
5189,35694,Chelsea Walls,independent film
5190,10491,Enigma,"lover (female), world war ii, radio transmission, leave, friendship, u boat, cryptography, secret formula"
5191,70054,Girls Can't Swim,woman director
5192,18323,Joshua,
5193,18079,Nine Queens,"hotel, con man, stamp, police, partner, money, scam, grifter, convenience store, swindle, rare stamps"
5194,110989,Spooky House,spooky house
5195,35337,The Triumph of Love,"independent film, woman director"
5196,59199,World Traveler,independent film
5197,11470,Jason X,"places and planets, space marine, future, cryogenics, space, slaughter, series of murders, scientist, freeze"
5198,16643,Life or Something Like It,
5199,1282,Dogtown and Z-Boys,"skateboarding, independent film"
5200,21220,"Frank McKlusky, C.I.",woman director
5201,52717,In Praise of Love,experimental film
5202,69324,Rain,woman director
5203,11468,Salton Sea,"dual identity, identity, war on drugs, jazz musician, drug scene, neo-noir"
5204,292917,Some Body,
5205,19085,Vulgar,
5206,73462,The Aviator,
5207,26030,Bob le Flambeur,"casino, robbery, theft, gambler, ex-boxer"
5208,10164,Cadillac Man,"jealousy, car dealer, ladykiller, success, hostage-taking"
5209,42048,The Coca-Cola Kid,"female nudity, coca-cola, nudity, seduction, marketing, sydney, australia, swimming pool, satire, independent film, fish out of water, american abroad, land baron, feathers"
5210,62001,Cuba,"cuba, revolution, mercenary, plantation, politics, cuban revolution, havana cuba, gunrunner, gun runner, soldier of fortune, former flame"
5211,28117,Delirious,"writer, father daughter relationship, soap opera"
5212,40555,Full Moon in Blue Water,independent film
5213,28384,Husbands and Wives,"musical, marriage, dialogue driven, teacher student relationship, fake documentary"
5214,46691,Joe,"upper class, free love, drug abuse, war veteran, orgy, drug dealer, violent father, gun rampage, business man, racist, independent film, drug stealing"
